User,Timestamp,Compound_Score,Pos_Score,Neu_Score,Neg_Score,Tweets_Ago,Tweet_Text
CBS,Mon Oct 01 21:56:03 +0000 2018,0.0,0.0,1.0,0.0,45,Head over to the CBS Facebook page now for the #FacebookLive with @happytogether’s @wayansjr and @TheNeighborhood’s… https://t.co/37QOrVA1sh
CBS,Mon Oct 01 16:33:11 +0000 2018,0.296,0.136,0.864,0.0,46,Join @happytogether's @wayansjr and @TheNeighborhood's @iamgreenfield for a Facebook Live TODAY at 5:45p ET/2:45 PT… https://t.co/klrx7cA41H
CBS,Sun Sep 30 23:51:26 +0000 2018,-0.2263,0.0,0.909,0.091,47,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in East/Central time zones ONLY. New start times:… https://t.co/zmEn7CVlUi"
CBS,Sun Sep 30 17:00:00 +0000 2018,0.6124,0.19,0.81,0.0,48,The cast of @GodFriendedMe answers some heavenly questions about social media before the show premieres tonight aft… https://t.co/61Tx2GTn35
CBS,Sun Sep 30 14:34:18 +0000 2018,0.0,0.0,1.0,0.0,49,RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd
CBS,Fri Sep 28 22:22:01 +0000 2018,0.0,0.0,1.0,0.0,50,"On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when… https://t.co/vjz1zVg4sR"
CBS,Fri Sep 28 20:16:14 +0000 2018,0.0,0.0,1.0,0.0,51,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7"
CBS,Fri Sep 28 17:52:41 +0000 2018,0.0,0.0,1.0,0.0,52,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV"
CBS,Fri Sep 28 16:51:50 +0000 2018,0.0,0.0,1.0,0.0,53,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1"
CBS,Thu Sep 27 20:19:18 +0000 2018,0.0,0.0,1.0,0.0,54,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1
CBS,Thu Sep 27 20:01:53 +0000 2018,0.0,0.0,1.0,0.0,55,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG
CBS,Thu Sep 27 17:19:16 +0000 2018,0.0,0.0,1.0,0.0,56,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS"
CBS,Thu Sep 27 16:58:08 +0000 2018,-0.34,0.191,0.526,0.283,57,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉
CBS,Thu Sep 27 00:44:13 +0000 2018,0.0,0.0,1.0,0.0,58,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr
CBS,Thu Sep 27 00:42:15 +0000 2018,0.0,0.0,1.0,0.0,59,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw
CBS,Wed Sep 26 21:49:27 +0000 2018,0.1139,0.071,0.929,0.0,60,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu
CBS,Wed Sep 26 19:57:54 +0000 2018,0.6249,0.221,0.779,0.0,61,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay"
CBS,Wed Sep 26 17:25:43 +0000 2018,0.0,0.0,1.0,0.0,62,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g"
CBS,Tue Sep 25 21:10:56 +0000 2018,-0.2714,0.106,0.745,0.149,63,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…"
CBS,Tue Sep 25 20:31:45 +0000 2018,-0.2263,0.0,0.909,0.091,64,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y"
CBS,Tue Sep 25 19:54:26 +0000 2018,0.0,0.0,1.0,0.0,65,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…
CBS,Tue Sep 25 19:45:33 +0000 2018,0.7901,0.291,0.709,0.0,66,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…
CBS,Tue Sep 25 18:34:26 +0000 2018,0.0,0.0,1.0,0.0,67,"⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S"
CBS,Tue Sep 25 18:05:31 +0000 2018,0.0,0.0,1.0,0.0,68,".@jay_hernandez went on @latelateshow to talk about @MagnumPICBS, but he may have gotten @TiffanyHaddish as a surf… https://t.co/a3acRu10aw"
CBS,Mon Sep 24 18:56:15 +0000 2018,0.0,0.0,1.0,0.0,69,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F"
CBS,Sun Sep 23 23:24:03 +0000 2018,-0.2263,0.0,0.913,0.087,70,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY"
CBS,Sun Sep 23 14:00:00 +0000 2018,0.0,0.0,1.0,0.0,71,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9
CBS,Fri Sep 21 19:18:00 +0000 2018,0.296,0.144,0.758,0.098,72,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh"
CBS,Fri Sep 21 17:46:26 +0000 2018,-0.1531,0.142,0.672,0.187,73,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉
CBS,Thu Sep 20 23:17:19 +0000 2018,0.296,0.109,0.891,0.0,74,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX"
CBS,Thu Sep 20 21:38:21 +0000 2018,0.6467,0.157,0.843,0.0,75,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…
CBS,Thu Sep 20 16:47:26 +0000 2018,0.0,0.0,1.0,0.0,76,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC
CBS,Wed Sep 19 19:07:37 +0000 2018,-0.0531,0.176,0.588,0.236,77,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs
CBS,Tue Sep 18 17:04:20 +0000 2018,0.6486,0.209,0.791,0.0,78,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…
CBS,Mon Sep 17 22:01:52 +0000 2018,0.9642,0.527,0.473,0.0,79,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…"
CBS,Mon Sep 17 21:41:20 +0000 2018,0.0,0.0,1.0,0.0,80,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…
CBS,Mon Sep 17 19:18:37 +0000 2018,0.3612,0.263,0.737,0.0,81,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9
CBS,Sun Sep 16 23:48:59 +0000 2018,-0.2263,0.0,0.909,0.091,82,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P"
CBS,Sun Sep 16 14:33:46 +0000 2018,0.0,0.0,1.0,0.0,83,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…
CBS,Sat Sep 15 16:00:01 +0000 2018,-0.4322,0.07,0.771,0.159,84,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE"
CBS,Fri Sep 14 18:22:59 +0000 2018,-0.2481,0.181,0.571,0.248,85,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…"
CBS,Thu Sep 13 20:52:06 +0000 2018,0.0,0.0,1.0,0.0,86,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx
CBS,Thu Sep 13 20:28:06 +0000 2018,0.0,0.0,1.0,0.0,87,This just in... https://t.co/QG3OYF6Rfv
CBS,Thu Sep 13 18:06:49 +0000 2018,0.4753,0.218,0.699,0.083,88,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…
CBS,Mon Sep 10 17:06:16 +0000 2018,0.0,0.0,1.0,0.0,89,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l"
CBS,Sun Sep 09 23:36:09 +0000 2018,-0.2263,0.0,0.917,0.083,90,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb"
CBS,Sun Sep 09 14:00:00 +0000 2018,0.6705,0.282,0.718,0.0,91,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv
CBS,Sat Sep 08 16:20:43 +0000 2018,0.4215,0.149,0.851,0.0,92,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH
CBS,Sat Sep 08 00:00:00 +0000 2018,0.0,0.0,1.0,0.0,93,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog
CBS,Fri Sep 07 23:15:09 +0000 2018,-0.5411,0.092,0.712,0.196,94,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…"
CBS,Fri Sep 07 21:50:51 +0000 2018,0.0,0.0,1.0,0.0,95,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR
CBS,Thu Sep 06 22:10:49 +0000 2018,-0.296,0.0,0.879,0.121,96,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC
CBS,Thu Sep 06 19:00:01 +0000 2018,0.4753,0.192,0.808,0.0,97,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO
CBS,Wed Sep 05 21:00:00 +0000 2018,0.0,0.0,1.0,0.0,98,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP
CBS,Wed Sep 05 17:32:40 +0000 2018,0.3612,0.111,0.889,0.0,99,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ
CBS,Wed Sep 05 16:48:09 +0000 2018,0.6908,0.533,0.467,0.0,100,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL"
CNN,Sat Oct 06 02:36:14 +0000 2018,0.7906,0.292,0.708,0.0,1,"Justice Elena Kagan expresses concern as to whether the US Supreme Court will have a ""middle position"" going forwar… https://t.co/qB51s9FTom"
CNN,Sat Oct 06 02:31:18 +0000 2018,0.6705,0.31,0.542,0.148,2,This woman is being hailed as a hero after confronting another woman who was criticizing two friends for speaking S… https://t.co/YvdfBuahlS
CNN,Sat Oct 06 02:27:48 +0000 2018,0.0,0.0,1.0,0.0,3,How the Democrats got outplayed on Kavanaugh | By Julian Zelizer via @CNNOpinion https://t.co/DDeb334HSc https://t.co/HkG8tUCwVP
CNN,Sat Oct 06 02:26:06 +0000 2018,0.1027,0.114,0.787,0.098,4,"RT @CuomoPrimeTime: ""I always thought there was hope. That's why I was fighting. ... When I spoke with Senator Flake, I did not think that…"
CNN,Sat Oct 06 02:16:19 +0000 2018,0.4215,0.128,0.872,0.0,5,The FDA has approved the use of a human papillomavirus vaccine called Gardasil 9 for men and women between the ages… https://t.co/upmevwjuJN
CNN,Sat Oct 06 02:15:39 +0000 2018,0.0772,0.071,0.929,0.0,6,"RT @AC360: ""C'mon Carrie, be realistic."" 
@JeffreyToobin challenges @JCNSeverino on the goals, and potential implications, of adding Judge…"
CNN,Sat Oct 06 02:07:13 +0000 2018,0.3182,0.108,0.892,0.0,7,"Sen. Lisa Murkowski said she remains a ""no"" on Supreme Court nominee Brett Kavanaugh but will vote ""present"" for Sa… https://t.co/HhvrujSjD7"
CNN,Sat Oct 06 01:54:03 +0000 2018,-0.3412,0.0,0.897,0.103,8,"Juror after juror said Jason Van Dyke was not a good witness. He was rehearsed, some said. He was not believable, s… https://t.co/xkb34pO9St"
CNN,Sat Oct 06 01:47:41 +0000 2018,0.0,0.0,1.0,0.0,9,"RT @OutFrontCNN: Democratic nominee Ayanna Pressley says Brett Kavanaugh's confirmation is a ""permanent black eye"" on the Senate and believ…"
CNN,Sat Oct 06 01:47:32 +0000 2018,-0.25,0.0,0.909,0.091,10,"RT @AC360: In a sit-down interview with @DanaBashCNN, Dr. Ford's lawyers address the accusation that her testimony was designed simply to c…"
CNN,Sat Oct 06 01:23:21 +0000 2018,-0.1244,0.0,0.915,0.085,11,A lawyer representing Christine Blasey Ford says she absolutely does not want Brett Kavanaugh impeached if Democrat… https://t.co/2G1jjQB6Zt
CNN,Sat Oct 06 01:17:10 +0000 2018,0.0,0.0,1.0,0.0,12,"RT @cnnbrk: Sen. Steve Daines will be attending his daughter's wedding Saturday in Montana, but still may fly back to Washington to vote to…"
CNN,Sat Oct 06 01:08:18 +0000 2018,0.0,0.0,1.0,0.0,13,This Louisiana library waived its $3 late fee for an overdue book that was returned after 84 years… https://t.co/98gzdAs93s
CNN,Sat Oct 06 00:54:26 +0000 2018,0.743,0.283,0.717,0.0,14,Former President George W. Bush made several calls reassuring Sen. Susan Collins about Supreme Court nominee Brett… https://t.co/noo3ZYN41P
CNN,Sat Oct 06 00:48:35 +0000 2018,0.3182,0.204,0.796,0.0,15,'Emotional' Facebook staff meeting addresses exec who supported Kavanaugh https://t.co/wpzGO6HVIa
CNN,Sat Oct 06 00:46:55 +0000 2018,0.4019,0.105,0.895,0.0,16,Sen. Joe Manchin of West Virginia is on track to be the only Senate Democrat to break ranks with his party and vote… https://t.co/o6QEOIC9R2
CNN,Sat Oct 06 00:31:45 +0000 2018,0.7506,0.242,0.758,0.0,17,"""I have a very high standard. I have a very high bar for any nominee to the Supreme Court of the United States."" -… https://t.co/EqdCRXFSvN"
CNN,Sat Oct 06 00:26:32 +0000 2018,0.0,0.0,1.0,0.0,18,"RT @CNNPolitics: Murkowski: ""A judge shall act at all times, not just sometimes when you're wearing your robe. But, a judge should act at a…"
CNN,Sat Oct 06 00:25:09 +0000 2018,0.2732,0.158,0.739,0.103,19,"What's behind President Trump's drop on the Forbes annual ""400 Wealthiest"" list? CNN's Brian Todd reports… https://t.co/wwfdgjGrM7"
CNN,Sat Oct 06 00:17:01 +0000 2018,0.4215,0.141,0.859,0.0,20,An ongoing US military research project that is exploring a new biotechnology to genetically modify mature crops ha… https://t.co/7oPMq4AhAr
CNN,Sat Oct 06 02:36:14 +0000 2018,0.7906,0.292,0.708,0.0,21,"Justice Elena Kagan expresses concern as to whether the US Supreme Court will have a ""middle position"" going forwar… https://t.co/qB51s9FTom"
CNN,Sat Oct 06 02:31:18 +0000 2018,0.6705,0.31,0.542,0.148,22,This woman is being hailed as a hero after confronting another woman who was criticizing two friends for speaking S… https://t.co/YvdfBuahlS
CNN,Sat Oct 06 02:27:48 +0000 2018,0.0,0.0,1.0,0.0,23,How the Democrats got outplayed on Kavanaugh | By Julian Zelizer via @CNNOpinion https://t.co/DDeb334HSc https://t.co/HkG8tUCwVP
CNN,Sat Oct 06 02:26:06 +0000 2018,0.1027,0.114,0.787,0.098,24,"RT @CuomoPrimeTime: ""I always thought there was hope. That's why I was fighting. ... When I spoke with Senator Flake, I did not think that…"
CNN,Sat Oct 06 02:16:19 +0000 2018,0.4215,0.128,0.872,0.0,25,The FDA has approved the use of a human papillomavirus vaccine called Gardasil 9 for men and women between the ages… https://t.co/upmevwjuJN
CNN,Sat Oct 06 02:15:39 +0000 2018,0.0772,0.071,0.929,0.0,26,"RT @AC360: ""C'mon Carrie, be realistic."" 
@JeffreyToobin challenges @JCNSeverino on the goals, and potential implications, of adding Judge…"
CNN,Sat Oct 06 02:07:13 +0000 2018,0.3182,0.108,0.892,0.0,27,"Sen. Lisa Murkowski said she remains a ""no"" on Supreme Court nominee Brett Kavanaugh but will vote ""present"" for Sa… https://t.co/HhvrujSjD7"
CNN,Sat Oct 06 01:54:03 +0000 2018,-0.3412,0.0,0.897,0.103,28,"Juror after juror said Jason Van Dyke was not a good witness. He was rehearsed, some said. He was not believable, s… https://t.co/xkb34pO9St"
CNN,Sat Oct 06 01:47:41 +0000 2018,0.0,0.0,1.0,0.0,29,"RT @OutFrontCNN: Democratic nominee Ayanna Pressley says Brett Kavanaugh's confirmation is a ""permanent black eye"" on the Senate and believ…"
CNN,Sat Oct 06 01:47:32 +0000 2018,-0.25,0.0,0.909,0.091,30,"RT @AC360: In a sit-down interview with @DanaBashCNN, Dr. Ford's lawyers address the accusation that her testimony was designed simply to c…"
CNN,Sat Oct 06 01:23:21 +0000 2018,-0.1244,0.0,0.915,0.085,31,A lawyer representing Christine Blasey Ford says she absolutely does not want Brett Kavanaugh impeached if Democrat… https://t.co/2G1jjQB6Zt
CNN,Sat Oct 06 01:17:10 +0000 2018,0.0,0.0,1.0,0.0,32,"RT @cnnbrk: Sen. Steve Daines will be attending his daughter's wedding Saturday in Montana, but still may fly back to Washington to vote to…"
CNN,Sat Oct 06 01:08:18 +0000 2018,0.0,0.0,1.0,0.0,33,This Louisiana library waived its $3 late fee for an overdue book that was returned after 84 years… https://t.co/98gzdAs93s
CNN,Sat Oct 06 00:54:26 +0000 2018,0.743,0.283,0.717,0.0,34,Former President George W. Bush made several calls reassuring Sen. Susan Collins about Supreme Court nominee Brett… https://t.co/noo3ZYN41P
CNN,Sat Oct 06 00:48:35 +0000 2018,0.3182,0.204,0.796,0.0,35,'Emotional' Facebook staff meeting addresses exec who supported Kavanaugh https://t.co/wpzGO6HVIa
CNN,Sat Oct 06 00:46:55 +0000 2018,0.4019,0.105,0.895,0.0,36,Sen. Joe Manchin of West Virginia is on track to be the only Senate Democrat to break ranks with his party and vote… https://t.co/o6QEOIC9R2
CNN,Sat Oct 06 00:31:45 +0000 2018,0.7506,0.242,0.758,0.0,37,"""I have a very high standard. I have a very high bar for any nominee to the Supreme Court of the United States."" -… https://t.co/EqdCRXFSvN"
CNN,Sat Oct 06 00:26:32 +0000 2018,0.0,0.0,1.0,0.0,38,"RT @CNNPolitics: Murkowski: ""A judge shall act at all times, not just sometimes when you're wearing your robe. But, a judge should act at a…"
CNN,Sat Oct 06 00:25:09 +0000 2018,0.2732,0.158,0.739,0.103,39,"What's behind President Trump's drop on the Forbes annual ""400 Wealthiest"" list? CNN's Brian Todd reports… https://t.co/wwfdgjGrM7"
CNN,Sat Oct 06 00:17:01 +0000 2018,0.4215,0.141,0.859,0.0,40,An ongoing US military research project that is exploring a new biotechnology to genetically modify mature crops ha… https://t.co/7oPMq4AhAr
CNN,Sat Oct 06 00:08:24 +0000 2018,0.7506,0.234,0.766,0.0,41,"RT @OutFrontCNN: ""I have a very high standard. I have a very high bar for any nominee to the Supreme Court of the United States."" - Alaska…"
CNN,Sat Oct 06 00:08:08 +0000 2018,0.7003,0.234,0.766,0.0,42,"RT @CNNPolitics: Republican Sen. Lisa Murkowski: ""I was truly leaning toward supporting Judge Kavanaugh in his nomination, as I looked to t…"
CNN,Sat Oct 06 00:05:21 +0000 2018,-0.3182,0.0,0.897,0.103,43,Senate Judiciary Chairman Chuck Grassley suggested that the lack of women on the committee was due to its heavy wor… https://t.co/fTPj8ZSr5i
CNN,Fri Oct 05 23:58:41 +0000 2018,0.0,0.0,1.0,0.0,44,25 headlines that sum up this week in the Trump administration | Analysis by CNN's Brenna Williams… https://t.co/0Ru6aCAqVx
CNN,Fri Oct 05 23:57:59 +0000 2018,0.7906,0.28,0.72,0.0,45,"RT @OutFrontCNN: Justice Elena Kagan expresses concern as to whether the Supreme Court will have a ""middle position"" going forward https://…"
CNN,Fri Oct 05 23:57:39 +0000 2018,0.0,0.0,1.0,0.0,46,"RT @OutFrontCNN: Alaska Sen. Lisa Murkowski, who is on track to be the sole Republican senator to oppose Brett Kavanaugh's nomination to th…"
CNN,Fri Oct 05 23:41:06 +0000 2018,0.0,0.0,1.0,0.0,47,Alaska Sen. Lisa Murkowski is on track to be the sole Republican senator to oppose Brett Kavanaugh's nomination to… https://t.co/wmqQuuPUca
CNN,Fri Oct 05 23:39:33 +0000 2018,0.3818,0.136,0.786,0.079,48,"RT @OutFrontCNN: ""This is a major win for the Republican establishment, no question. We'll see now what voters have to say as they chew thi…"
CNN,Fri Oct 05 23:39:20 +0000 2018,0.3612,0.098,0.902,0.0,49,"RT @CNNSitRoom: Dr. Christine Blasey Ford's lawyer tells Dana Bash ""I don't think she has any regrets,"" adding, ""I think she feels like she…"
CNN,Fri Oct 05 23:34:01 +0000 2018,0.3612,0.116,0.884,0.0,50,"""Our country has allowed men like Brett Kavanaugh to use our founding documents to preserve their power and privile… https://t.co/ioTWLte7MQ"
CNN,Fri Oct 05 23:27:06 +0000 2018,0.0,0.0,1.0,0.0,51,"By the time GOP Sen. Susan Collins finished her speech on the Senate floor, Democrats in Maine had begun speculatin… https://t.co/D6I5YJEliX"
CNN,Fri Oct 05 23:11:02 +0000 2018,0.0,0.0,1.0,0.0,52,There are slightly more Republican-appointed federal judges sitting on the bench right now than those appointed by… https://t.co/n07Qj049vU
CNN,Fri Oct 05 23:01:02 +0000 2018,0.0,0.0,1.0,0.0,53,First lady Melania Trump's latest white hat evokes a colonialist comparison https://t.co/kOErJuwqGh https://t.co/pcL3sGBI2h
CNN,Fri Oct 05 22:57:36 +0000 2018,0.0,0.0,1.0,0.0,54,"RT @CNNSitRoom: ""The reality is, he showed me who he was when he was before the Senate Judiciary Committee ... he showed me to be a partisa…"
CNN,Fri Oct 05 22:51:03 +0000 2018,0.0772,0.071,0.929,0.0,55,"Susan Rice tweets ""Me"" when asked who could challenge Maine GOP Sen. Susan Collins in 2020 https://t.co/bD1hrp3mkM https://t.co/MMVixtXe7v"
CNN,Fri Oct 05 22:41:04 +0000 2018,0.4215,0.135,0.865,0.0,56,The FDA has revoked the use of seven food additives after environmentalists and food safety experts presented data… https://t.co/1DIF89OHR6
CNN,Fri Oct 05 22:31:03 +0000 2018,0.25,0.17,0.708,0.123,57,Partisanship questions threaten to shadow Brett Kavanaugh on the Supreme Court | Analysis by CNN's Joan Biskupic… https://t.co/FrJLG86Ta1
CNN,Fri Oct 05 22:25:04 +0000 2018,0.0,0.0,1.0,0.0,58,"With Sens. Collins and Manchin announcing they're a “Yes” on SCOTUS nominee Brett Kavanaugh, Full Circle focuses on… https://t.co/hSstb7ls9r"
CNN,Fri Oct 05 22:21:06 +0000 2018,0.0,0.0,1.0,0.0,59,A police escort led a convoy of buses and cars on the way to Pike County High School's first game since Dylan Thoma… https://t.co/DQjbpsahZv
CNN,Fri Oct 05 22:21:05 +0000 2018,-0.1779,0.275,0.403,0.322,60,A top US admiral warns of a Russian submarine threat https://t.co/sCBTG8liJO https://t.co/zYBgNcAXzg
CNN,Fri Oct 05 22:21:02 +0000 2018,-0.0258,0.15,0.642,0.209,61,"A two-year-old boy shredded more than $1,000 his parents had saved to pay a debt https://t.co/mNZgfQ6xiu https://t.co/n8ikknh1C5"
CNN,Fri Oct 05 22:13:05 +0000 2018,0.0,0.0,1.0,0.0,62,"""The investigation and much of what has gone along with it amount to a cover-up,"" Frida Ghitis writes about the Kav… https://t.co/1pXsRiwNqz"
CNN,Fri Oct 05 22:02:59 +0000 2018,0.6378,0.253,0.633,0.113,63,"RT @CNNSitRoom: ""I'm very disappointed ... we're going to put, on the Supreme Court, for a lifetime appointment, someone with this kind of…"
CNN,Fri Oct 05 22:01:02 +0000 2018,0.0,0.0,1.0,0.0,64,"With Sens. Collins and Manchin announcing they're a “Yes” on SCOTUS nominee Brett Kavanaugh, Full Circle focuses on… https://t.co/YPuyY7dBn6"
CNN,Fri Oct 05 22:01:00 +0000 2018,0.4404,0.132,0.868,0.0,65,"A rock that was used as a doorstop for the past 30 years turned out to be a meteorite valued at $100,000… https://t.co/ofgtyZvze2"
CNN,Fri Oct 05 21:39:18 +0000 2018,0.0,0.0,1.0,0.0,66,"At 106 (and 1/2), this doctor isn't slowing down https://t.co/l59QWAFkfX https://t.co/PfjRmoKOtU"
CNN,Fri Oct 05 21:26:27 +0000 2018,0.2023,0.114,0.886,0.0,67,An eight-year-old girl found a pre-Viking-era sword while she was playing in a lake in Sweden… https://t.co/sfeAJqtTyT
CNN,Fri Oct 05 21:22:53 +0000 2018,0.0,0.0,1.0,0.0,68,"Did a breach at Duke Energy's L.V. Sutton plant in Wilmington, North Carolina -- which stores coal ash -- last mont… https://t.co/noZBsVRpcT"
CNN,Fri Oct 05 21:16:48 +0000 2018,0.6908,0.241,0.759,0.0,69,"Doctors are giving ""nature prescriptions"" in the UK's Shetland Islands in an effort to encourage patients to reap t… https://t.co/MsMApyuELR"
CNN,Fri Oct 05 21:06:53 +0000 2018,-0.34,0.0,0.862,0.138,70,"One year ago, they investigated Harvey Weinstein and sparked a fire that changed the world https://t.co/K3aKbQlZ3o https://t.co/AnKjw9KJqT"
CNN,Fri Oct 05 21:03:33 +0000 2018,-0.1531,0.104,0.769,0.127,71,"RT @TheLeadCNN: After Senators Collins and Manchin say they'll vote yes on Kavanaugh, Democratic Sen. Dick Durbin says that his message to…"
CNN,Fri Oct 05 20:49:58 +0000 2018,0.7906,0.368,0.632,0.0,72,Susan Collins just made Brett Kavanaugh a Supreme Court justice | Analysis by @CillizzaCNN https://t.co/88xhhaQuhP https://t.co/ifbtg0vbCJ
CNN,Fri Oct 05 20:44:44 +0000 2018,0.0,0.0,1.0,0.0,73,"RT @TheLeadCNN: ""This is going to be an issue"" that will ""boost"" Democrat voters, says @TaraSetmayer, after key Senators Collins and Manchi…"
CNN,Fri Oct 05 20:42:43 +0000 2018,0.7184,0.25,0.75,0.0,74,"Brett Kavanaugh appears to have enough Senate votes to be confirmed to the Supreme Court, likely giving President T… https://t.co/UlTjXRj3Nt"
CNN,Fri Oct 05 20:35:30 +0000 2018,0.4404,0.162,0.838,0.0,75,Republican Sen. Susan Collins just announced that she is supporting Brett Kavanaugh's confirmation after delivering… https://t.co/GYIvs19RFs
CNN,Fri Oct 05 20:27:54 +0000 2018,0.508,0.147,0.853,0.0,76,"RT @CNNnewsroom: Amid a chorus of ""Shame! Shame!"" chants, @SenJoeManchine details his reasons for voting Yes on Judge Brett Kavanaugh's #SC…"
